trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
261,False,"{'a': 0.01, 'e': 0.07257479035344933}",20,13,13.609824146095418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07184904244991484}",20,4,23.589611989461922,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.07113055202541568}",20,13,-33.24371012036861,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.01, 'e': 0.07041924650516153}",20,0,28.643290308767426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.06971505404010991}",25,0,6.028632796135772,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.06901790349970881}",25,0,39.68281095336505,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06832772446471172}",20,10,2.700851721583014,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.0676444472200646}",20,0,-22.612377547130286,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
269,False,"{'a': 0.01, 'e': 0.06696800274786396}",25,0,27.01643680589641,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.01, 'e': 0.06629832272038531}",25,13,12.997118824984343,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06563533949318147}",20,14,12.598107172889218,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06497898609824965}",20,12,14.968389128196877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06432919623726716}",20,2,10.474768227112994,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06368590427489448}",25,6,27.577565636035416,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06304904523214554}",20,2,29.69930417179754,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06241855477982408}",30,0,36.60348459194684,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.06179436923202584}",30,13,32.941831542002525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06117642553970558}",25,8,6.779208686411433,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06056466128430853}",20,0,13.874778451131363,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.01, 'e': 0.05995901467146544}",20,16,8.470256954927024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.059359424524750785}",20,3,32.57604966531777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05876583027950327}",25,3,21.844295270149996,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05817817197670824}",25,1,-10.949275532085291,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.01, 'e': 0.05759639025694116}",20,1,31.251801559180915,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057020426354371746}",25,0,21.580531160470976,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.01, 'e': 0.05645022209082803}",25,1,37.80838808072132,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.05588571986991975}",20,6,20.97236655480477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.05532686267122055}",20,0,20.755533454093964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.01, 'e': 0.05477359404450834}",25,0,34.07258996758542,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.01, 'e': 0.05422585810406326}",30,0,38.01228954060962,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.01, 'e': 0.05368359952302263}",20,0,24.860460742473936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.01, 'e': 0.0531467635277924}",20,0,14.916312029103485,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 0.01, 'e': 0.05261529589251448}",20,7,18.53134472812513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05208914293358933}",25,15,-22.91184908588567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.01, 'e': 0.05156825150425344}",30,0,-10.09705659946014,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
296,False,"{'a': 0.01, 'e': 0.0510525689892109}",25,7,25.316768644254548,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.050542043299318794}",25,0,34.639511877212534,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.01, 'e': 0.050036622866325604}",25,0,34.21702167393994,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.04953625663766235}",20,0,14.329044257266508,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.01, 'e': 0.04904089407128572}",30,9,34.80883643114842,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04855048513057287}",25,20,7.742566586238921,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04806498027926714}",25,18,12.211244282940982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.047584330476474465}",30,15,23.477080655844333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.04710848717170972}",25,11,11.81361222112947,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04663740229999262}",30,8,-1.0022981436637448,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.046171028276992696}",35,18,20.432876194705337,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.045709317994222766}",30,10,36.187995715750844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.04525222481428054}",20,0,20.394203730043404,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.01, 'e': 0.04479970256613774}",20,10,-36.11010024504581,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.01, 'e': 0.044351705540476356}",30,8,19.24701082407534,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.043908188485071595}",20,0,36.901729207126785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.04346910660022088}",25,5,33.098264278634794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04303441553421867}",30,13,33.21533061279537,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.04260407137887648}",20,8,-4.275993209892448,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.04217803066508771}",25,11,2.5460341489547176,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.04175625035843684}",35,19,30.82542959155744,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.041338687854852466}",20,0,-15.795928537722135,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
318,False,"{'a': 0.01, 'e': 0.040925300976303945}",20,12,-7.105999623893248,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.0405160479665409}",25,0,10.465068033442215,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
320,False,"{'a': 0.01, 'e': 0.040110887486875496}",20,0,26.746690515934365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.03970977861200674}",25,0,34.72125128687815,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.01, 'e': 0.039312680825886674}",20,8,17.7701356431516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.038919554017627804}",20,10,20.368267288588882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.03853035847745152}",25,0,-13.546621116265008,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
325,False,"{'a': 0.01, 'e': 0.03814505489267701}",30,9,22.58745217652606,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.03776360434375024}",25,0,35.27058775838021,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.01, 'e': 0.03738596830031274}",25,15,17.411221864987034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.03701210861730961}",20,0,25.751294232582737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.01, 'e': 0.03664198753113651}",20,9,19.441270402145783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.036275567655825146}",25,14,-7.020648587064272,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.03591281197926689}",20,0,30.985782501425604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.01, 'e': 0.03555368385947423}",25,1,0.9544102789939246,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.01, 'e': 0.035198147020879485}",35,17,9.882083581430301,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.03484616555067069}",20,0,31.52425134601678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.01, 'e': 0.03449770389516398}",35,3,43.97620614546261,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.03415272685621234}",20,15,9.569766902438117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03381119958765022}",20,0,12.16138697614406,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
338,False,"{'a': 0.01, 'e': 0.03347308759177372}",25,7,29.092674123484034,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.03313835671585598}",25,12,21.21607905729632,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03280697314869742}",25,13,23.904926393880224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
